N,failure_rate,run_idx,lcc_size,n_removed,closeness_seed,closeness_score,degree_seed,degree_score,same_node,steps_closeness,steps_degree,closeness_censored,degree_censored,closeness_faster
10000,0.2,26,7811,2000,0,0.3192837578185683,0,229,True,501,501,True,True,False
10000,0.2,27,7776,2000,0,0.3120985870263327,0,246,True,501,501,True,True,False
10000,0.2,28,7813,2000,2,0.28183851648748104,3,146,False,501,501,True,True,False
10000,0.2,29,7805,2000,2,0.28674309229864786,3,145,False,12,501,False,True,True
10000,0.2,30,7835,2000,0,0.3208946053332241,0,235,True,501,501,True,True,False
10000,0.2,31,7776,2000,2,0.28547824490545254,3,150,False,501,501,True,True,False
10000,0.2,32,7795,2000,2,0.2777025582555405,2,145,True,501,501,True,True,False
10000,0.2,33,7767,2000,3,0.27505844017850817,3,151,True,501,501,True,True,False
10000,0.2,34,7828,2000,3,0.28783142720553084,3,155,True,501,501,True,True,False
10000,0.2,35,7824,2000,0,0.31492290970572845,0,245,True,12,501,False,True,True
10000,0.2,36,7802,2000,3,0.27723088951277586,3,147,True,501,501,True,True,False
10000,0.2,37,7795,2000,0,0.31992447253920037,0,236,True,501,13,True,False,False
10000,0.2,38,7799,2000,0,0.3133362799855346,0,241,True,501,501,True,True,False
10000,0.2,39,7811,2000,0,0.31570862640472147,0,243,True,501,501,True,True,False
10000,0.2,40,7790,2000,0,0.31674189744215364,0,244,True,501,501,True,True,False
10000,0.2,41,7763,2000,3,0.28416620904265055,3,151,True,501,501,True,True,False
10000,0.2,42,7824,2000,0,0.32192090860458417,0,249,True,501,501,True,True,False
10000,0.2,43,7826,2000,0,0.3210783308030036,0,248,True,501,12,True,False,False
10000,0.2,44,7829,2000,0,0.3209380509204215,0,243,True,501,501,True,True,False
10000,0.2,45,7814,2000,0,0.3233054704957378,0,231,True,501,501,True,True,False
10000,0.2,46,7825,2000,0,0.3186965376782077,0,232,True,501,11,True,False,False
10000,0.2,47,7795,2000,0,0.3174228231652684,0,241,True,501,501,True,True,False
10000,0.2,48,7800,2000,3,0.28841389001886025,3,153,True,501,501,True,True,False
10000,0.2,49,7842,2000,0,0.31521608040201005,0,219,True,501,12,True,False,False
